daily_revenue,day_of_week,month,year,quarter,day_of_year,day_of_week_sin,day_of_week_cos,month_sin,month_cos,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
420.23,0,3,2021,1,60,0.0,1.0,1.0,6.123233995736766e-17,682.46,473.18,685.05,564.2757142857143,555.8633333333333
472.17,1,3,2021,1,61,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,420.23,570.86,638.98,556.7114285714287,547.036
512.8,2,3,2021,1,62,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,472.17,424.65,398.21,542.6128571428571,541.4756666666667
443.39,3,3,2021,1,63,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,512.8,465.66,442.69,555.2057142857143,545.2953333333332
450.69,4,3,2021,1,64,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,443.39,566.11,512.65,552.0242857142857,545.3186666666667
573.44,5,3,2021,1,65,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,450.69,767.01,477.07,535.5357142857143,543.2533333333333
600.87,6,3,2021,1,66,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,573.44,682.46,452.72,507.8828571428571,546.4656666666667
484.44,0,3,2021,1,67,0.0,1.0,1.0,6.123233995736766e-17,600.87,420.23,682.28,496.2271428571429,551.404
483.17,1,3,2021,1,68,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,484.44,472.17,730.13,505.4,544.8093333333333
521.57,2,3,2021,1,69,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,483.17,512.8,568.19,506.9714285714286,536.5773333333333
479.19,3,3,2021,1,70,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,521.57,443.39,487.42,508.2242857142857,535.0233333333333
470.07,4,3,2021,1,71,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,479.19,450.69,502.39,513.3385714285715,534.749
626.99,5,3,2021,1,72,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,470.07,573.44,523.86,516.1071428571429,533.6716666666666
639.01,6,3,2021,1,73,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,626.99,600.87,561.65,523.7571428571429,537.1093333333333
515.33,0,3,2021,1,74,0.0,1.0,1.0,6.123233995736766e-17,639.01,484.44,561.11,529.2057142857143,539.688
481.53,1,3,2021,1,75,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,515.33,483.17,653.38,533.6185714285714,538.1619999999999
514.55,2,3,2021,1,76,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,481.53,521.57,549.64,533.3842857142857,532.4336666666667
544.15,3,3,2021,1,77,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,514.55,479.19,519.16,532.3814285714286,531.264
446.84,4,3,2021,1,78,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,544.15,470.07,434.29,541.6614285714285,532.0970000000001
553.59,5,3,2021,1,79,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,446.84,626.99,488.27,538.3428571428572,532.5153333333333
612.71,6,3,2021,1,80,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,553.59,639.01,495.19,527.8571428571429,534.6926666666666
545.73,0,3,2021,1,81,0.0,1.0,1.0,6.123233995736766e-17,612.71,515.33,702.91,524.1,538.61
518.62,1,3,2021,1,82,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,545.73,481.53,658.73,528.4428571428572,533.3706666666666
466.69,2,3,2021,1,83,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,518.62,514.55,473.18,533.7414285714286,528.7003333333333
494.3,3,3,2021,1,84,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,466.69,544.15,570.86,526.9042857142857,528.4839999999999
501.34,4,3,2021,1,85,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,494.3,446.84,424.65,519.7828571428571,525.932
647.87,5,3,2021,1,86,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,501.34,553.59,465.66,527.5685714285714,528.4883333333333
666.51,6,3,2021,1,87,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,647.87,612.71,566.11,541.0371428571428,534.562
386.9,0,3,2021,1,88,0.0,1.0,1.0,6.123233995736766e-17,666.51,545.73,767.01,548.7228571428572,537.9086666666667
504.34,1,3,2021,1,89,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,386.9,518.62,682.46,526.0328571428571,525.2383333333333
488.58,2,3,2021,1,90,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,504.34,466.69,420.23,523.9928571428571,519.3009999999999
577.34,3,4,2021,2,91,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,488.58,494.3,472.17,527.12,521.5793333333334
364.59,4,4,2021,2,92,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,577.34,501.34,512.8,538.9828571428571,525.0849999999999
611.68,5,4,2021,2,93,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,364.59,647.87,443.39,519.4471428571428,520.1446666666667
572.22,6,4,2021,2,94,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,611.68,666.51,450.69,514.2771428571428,525.7543333333333
470.67,0,4,2021,2,95,0.0,1.0,0.8660254037844387,-0.4999999999999998,572.22,386.9,573.44,500.8071428571428,529.8053333333334
429.2,1,4,2021,2,96,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,470.67,504.34,600.87,512.7742857142857,526.3796666666666
395.89,2,4,2021,2,97,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,429.2,488.58,484.44,502.03999999999996,520.6573333333333
456.81,3,4,2021,2,98,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,395.89,577.34,483.17,488.79857142857145,517.7056666666666
498.92,4,4,2021,2,99,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,456.81,364.59,521.57,471.58,516.827
529.06,5,4,2021,2,100,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,498.92,611.68,479.19,490.77000000000004,516.072
605.25,6,4,2021,2,101,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,529.06,572.22,470.07,478.9671428571428,517.7343333333333
379.16,0,4,2021,2,102,0.0,1.0,0.8660254037844387,-0.4999999999999998,605.25,470.67,626.99,483.6857142857143,522.2403333333334
502.18,1,4,2021,2,103,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,379.16,429.2,639.01,470.61285714285714,513.9793333333333
530.94,2,4,2021,2,104,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,502.18,395.89,515.33,481.0385714285714,509.41833333333335
488.6,3,4,2021,2,105,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,530.94,456.81,481.53,500.3314285714286,509.9386666666667
460.92,4,4,2021,2,106,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,488.6,498.92,514.55,504.8728571428571,510.1743333333333
567.61,5,4,2021,2,107,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,460.92,529.06,544.15,499.4442857142857,508.38666666666666
545.88,6,4,2021,2,108,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,567.61,605.25,446.84,504.9514285714286,509.16866666666664
452.68,0,4,2021,2,109,0.0,1.0,0.8660254037844387,-0.4999999999999998,545.88,379.16,553.59,496.46999999999997,512.47
484.05,1,4,2021,2,110,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,452.68,502.18,612.71,506.97285714285715,509.10633333333334
494.89,2,4,2021,2,111,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,484.05,530.94,545.73,504.3828571428572,504.81766666666664
456.59,3,4,2021,2,112,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,494.89,488.6,518.62,499.23285714285714,503.123
433.05,4,4,2021,2,113,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,456.59,460.92,466.69,494.65999999999997,501.05533333333335
677.87,5,4,2021,2,114,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,433.05,567.61,494.3,490.67857142857144,499.934
642.65,6,4,2021,2,115,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,677.87,545.88,501.34,506.43,506.053
446.15,0,4,2021,2,116,0.0,1.0,0.8660254037844387,-0.4999999999999998,642.65,452.68,647.87,520.2542857142856,510.7633333333333
466.34,1,4,2021,2,117,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,446.15,484.05,666.51,519.3214285714286,504.03933333333333
509.98,2,4,2021,2,118,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,466.34,494.89,386.9,516.7914285714286,497.367
384.96,3,4,2021,2,119,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,509.98,456.59,504.34,518.9471428571429,501.4696666666667
477.24,4,4,2021,2,120,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,384.96,433.05,488.58,508.7142857142857,497.49033333333335
657.43,5,5,2021,2,121,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,477.24,677.87,577.34,515.0271428571428,497.11233333333337
642.2,6,5,2021,2,122,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,657.43,642.65,364.59,512.1071428571428,499.78200000000004
470.44,0,5,2021,2,123,0.0,1.0,0.49999999999999994,-0.8660254037844387,642.2,446.15,611.68,512.0428571428572,509.03566666666666
501.39,1,5,2021,2,124,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,470.44,466.34,572.22,515.5128571428571,504.3276666666667
499.68,2,5,2021,2,125,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,501.39,509.98,470.67,520.52,501.96666666666664
470.83,3,5,2021,2,126,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,499.68,384.96,429.2,519.0485714285713,502.9336666666667
466.62,4,5,2021,2,127,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,470.83,477.24,395.89,531.3157142857143,504.3213333333333
611.27,5,5,2021,2,128,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,466.62,657.43,456.81,529.7985714285714,506.67900000000003
604.28,6,5,2021,2,129,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,611.27,642.2,498.92,523.2042857142858,511.8276666666667
462.5,0,5,2021,2,130,0.0,1.0,0.49999999999999994,-0.8660254037844387,604.28,470.44,529.06,517.7871428571428,515.3396666666666
515.35,1,5,2021,2,131,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,462.5,501.39,605.25,516.6528571428571,513.121
439.33,2,5,2021,2,132,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,515.35,499.68,379.16,518.6471428571429,510.1243333333333
509.96,3,5,2021,2,133,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,439.33,470.83,502.18,510.0257142857143,512.13
422.76,4,5,2021,2,134,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,509.96,466.62,530.94,515.6157142857143,512.3893333333333
572.68,5,5,2021,2,135,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,422.76,611.27,488.6,509.34999999999997,508.78333333333336
645.48,6,5,2021,2,136,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,572.68,604.28,460.92,503.83714285714285,511.586
504.76,0,5,2021,2,137,0.0,1.0,0.49999999999999994,-0.8660254037844387,645.48,462.5,567.61,509.72285714285715,517.7379999999999
510.34,1,5,2021,2,138,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,504.76,515.35,545.88,515.76,515.6429999999999
447.97,2,5,2021,2,139,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,510.34,439.33,452.68,515.0442857142857,514.4583333333334
490.31,3,5,2021,2,140,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,447.97,509.96,484.05,516.2785714285715,514.3013333333333
521.5,4,5,2021,2,141,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,490.31,422.76,494.89,513.4714285714286,514.51
574.95,5,5,2021,2,142,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,521.5,572.68,456.59,527.5771428571428,515.397
683.43,6,5,2021,2,143,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,574.95,645.48,433.05,527.9014285714286,519.3423333333333
444.54,0,5,2021,2,144,0.0,1.0,0.49999999999999994,-0.8660254037844387,683.43,504.76,677.87,533.3228571428572,527.6883333333333
438.24,1,5,2021,2,145,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,444.54,510.34,642.65,524.72,519.9106666666667
438.02,2,5,2021,2,146,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,438.24,447.97,446.15,514.42,513.097
388.05,3,5,2021,2,147,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,438.02,490.31,466.34,512.9985714285714,512.826
503.28,4,5,2021,2,148,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,388.05,521.5,509.98,498.39,510.21633333333335
628.8,5,5,2021,2,149,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,503.28,574.95,384.96,495.78714285714284,509.99300000000005
635.38,6,5,2021,2,150,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,628.8,683.43,477.24,503.48,518.121
442.35,0,5,2021,2,151,0.0,1.0,0.49999999999999994,-0.8660254037844387,635.38,444.54,657.43,496.6157142857143,523.3923333333333
588.15,1,6,2021,2,152,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,442.35,438.24,642.2,496.30285714285714,516.223
478.47,2,6,2021,2,153,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,588.15,438.02,470.44,517.7185714285714,514.4213333333333
504.24,3,6,2021,2,154,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,478.47,388.05,501.39,523.4971428571429,514.689
558.89,4,6,2021,2,155,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,504.24,503.28,499.68,540.0957142857143,514.784
620.16,5,6,2021,2,156,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,558.89,628.8,470.83,548.0400000000001,516.7576666666666
726.81,6,6,2021,2,157,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,620.16,635.38,466.62,546.8057142857143,521.7353333333333
644.31,0,6,2021,2,158,0.0,1.0,1.2246467991473532e-16,-1.0,726.81,442.35,611.27,559.8671428571429,530.4083333333333
590.65,1,6,2021,2,159,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,644.31,588.15,604.28,588.7185714285714,531.5096666666667
536.36,2,6,2021,2,160,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,590.65,478.47,462.5,589.0757142857143,531.0553333333334
527.14,3,6,2021,2,161,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,536.36,504.24,515.35,597.3457142857143,533.5173333333333
511.58,4,6,2021,2,162,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,527.14,558.89,439.33,600.6171428571428,533.9103333333334
734.3,5,6,2021,2,163,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,511.58,620.16,509.96,593.8585714285713,536.3186666666667
749.49,6,6,2021,2,164,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,734.3,726.81,422.76,610.1642857142857,543.7966666666666
561.02,0,6,2021,2,165,0.0,1.0,1.2246467991473532e-16,-1.0,749.49,644.31,572.68,613.4042857142857,554.6876666666667
567.99,1,6,2021,2,166,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,561.02,590.65,645.48,601.5057142857142,554.2990000000001
535.24,2,6,2021,2,167,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,567.99,536.36,504.76,598.2685714285715,551.716
538.46,3,6,2021,2,168,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,535.24,527.14,510.34,598.1085714285715,552.732
470.12,4,6,2021,2,169,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,538.46,511.58,447.97,599.7257142857143,553.6693333333334
683.28,5,6,2021,2,170,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,470.12,734.3,490.31,593.8028571428571,554.4076666666666
670.74,6,6,2021,2,171,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,683.28,749.49,521.5,586.5142857142856,560.84
563.23,0,6,2021,2,172,0.0,1.0,1.2246467991473532e-16,-1.0,670.74,561.02,574.95,575.2642857142857,565.8146666666667
495.33,1,6,2021,2,173,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,563.23,567.99,683.43,575.58,565.4239999999999
535.55,2,6,2021,2,174,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,495.33,535.24,444.54,565.1999999999999,559.154
425.27,3,6,2021,2,175,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,535.55,538.46,438.24,565.2442857142858,562.1876666666666
515.04,4,6,2021,2,176,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,425.27,470.12,438.02,549.0742857142857,561.7553333333333
639.37,5,6,2021,2,177,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,515.04,683.28,388.05,555.4914285714286,564.3226666666667
698.81,6,6,2021,2,178,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,639.37,670.74,503.28,549.2185714285714,572.7
514.12,0,6,2021,2,179,0.0,1.0,1.2246467991473532e-16,-1.0,698.81,563.23,628.8,553.2285714285714,579.2176666666667
515.2,1,6,2021,2,180,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,514.12,495.33,635.38,546.2128571428572,575.395
536.31,2,6,2021,2,181,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,515.2,535.55,442.35,549.0514285714286,571.3889999999999
557.56,3,7,2021,3,182,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,536.31,425.27,588.15,549.16,574.5210000000001
470.57,4,7,2021,3,183,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,557.56,515.04,478.47,568.0585714285714,573.5013333333333
717.24,5,7,2021,3,184,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,470.57,639.37,504.24,561.7057142857143,573.2379999999999
768.18,6,7,2021,3,185,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,717.24,698.81,558.89,572.83,580.338
498.73,0,7,2021,3,186,0.0,1.0,-0.4999999999999997,-0.8660254037844388,768.18,514.12,620.16,582.74,587.3143333333334
572.38,1,7,2021,3,187,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,498.73,515.2,726.81,580.5414285714285,583.2666666666667
531.85,2,7,2021,3,188,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,572.38,536.31,644.31,588.7099999999999,578.119
580.3,3,7,2021,3,189,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,531.85,557.56,590.65,588.0728571428572,574.3703333333334
591.68,4,7,2021,3,190,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,580.3,470.57,536.36,591.3214285714286,574.0253333333333
774.82,5,7,2021,3,191,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,591.68,717.24,527.14,608.6228571428571,575.8693333333333
694.79,6,7,2021,3,192,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,774.82,768.18,511.58,616.8485714285714,584.1253333333333
497.5,0,7,2021,3,193,0.0,1.0,-0.4999999999999997,-0.8660254037844388,694.79,498.73,734.3,606.3642857142858,590.2323333333334
577.33,1,7,2021,3,194,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,497.5,572.38,749.49,606.1885714285714,582.3389999999999
605.09,2,7,2021,3,195,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,577.33,531.85,561.02,606.8957142857143,576.6003333333334
634.67,3,7,2021,3,196,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,605.09,580.3,567.99,617.3585714285715,578.0693333333334
627.9,4,7,2021,3,197,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,634.67,591.68,535.24,625.1257142857143,580.2919999999999
705.82,5,7,2021,3,198,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,627.9,774.82,538.46,630.3000000000001,583.3806666666667
703.68,6,7,2021,3,199,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,705.82,694.79,470.12,620.4428571428572,588.9593333333333
612.1,0,7,2021,3,200,0.0,1.0,-0.4999999999999997,-0.8660254037844388,703.68,497.5,683.28,621.7128571428572,596.7446666666667
604.99,1,7,2021,3,201,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,612.1,577.33,670.74,638.0842857142858,594.372
592.75,2,7,2021,3,202,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,604.99,605.09,563.23,642.0357142857143,592.1803333333334
561.16,3,7,2021,3,203,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,592.75,634.67,495.33,640.2728571428571,593.1643333333334
492.04,4,7,2021,3,204,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,561.16,627.9,535.55,629.7714285714285,595.3586666666667
748.92,5,7,2021,3,205,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,492.04,705.82,425.27,610.3628571428571,593.9083333333332
726.93,6,7,2021,3,206,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,748.92,703.68,515.04,616.5199999999999,604.6966666666667
614.35,0,7,2021,3,207,0.0,1.0,-0.4999999999999997,-0.8660254037844388,726.93,612.1,639.37,619.8414285714287,611.7596666666667
506.86,1,7,2021,3,208,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,614.35,604.99,698.81,620.1628571428571,610.9256666666666
598.99,2,7,2021,3,209,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,506.86,592.75,514.12,606.1442857142857,604.5273333333333
